Question,Model_Response
What is your overarching vision for the country?,"Well, it certainly is not the vision of a hungry, angry, restless people that Jimmy Carter painted in the inaugural address that he gave in January about where we were then or where we are today. And I promise you that thats not the place where we are going. In fact, the only thing that that painting of resentment showed is that Mr. Carter had lived well all of his life and had never missed a meal. That, surely, were better off than what he painted in that speech. Our vision is one of opportunity. Our vision is one of optimism. I think, our vision is one of faith in the American people. We dont believe that great cities in America are going to drown in a sea of crime until crime takes on the dimensions that we cant control it anymore. We believe it can be controlled and we are doing something about it. We dont believe that the dark clouds of chronic unemployment are there, unemployment that takes away with it self-respect and dignity and the pride of craftsmanship that goes with a job well done. No, we believe that there are new frontiers for these people that do want jobs. And, in fact, right now our employers tell us throughout the country that all the new jobs theyre adding, and there are a million more new jobs in this country since we took office, that they have more than 3 million job opportunities that they cannot fill. Our vision is one of unison with our allies abroad as we have now. When we took office, they were almost at a breaking point."
What is your plan to manage inflation and ensure economic stability?,"I think its very clear that we have a program we put in place early in this term. We recognized indeed inflation was a chocking menace to this economy. It wasnt just something that was bad for the housewife down on the corner or the fellow working overtime wages; it was something that was choking the economy. And as we took office, we saw that the economy was staggering under an over-all burden and that we needed to stimulate the economy and take further steps to control inflation. We did do that. We did have about 18 months of depression and a long recession; but after realizing that and recovering those losses, today we enjoy the highest peacetime productivity in our history. We have 3- point, or approximately 4, growth in our GNP where we had under 0 1/2 a year ago and not half a year ago but earlier in 1976. And we now have a low rate of unemployment, which I think is very significant. When we came in we had about 5 1/2 percent unemployment and 5 1/2 percent inflation. Now we have about 7 1/2 percent inflation and only 7 percent unemployment. And while inflation still eats away at the wage notches, it is healthy to look at the fact that we are manufacturing, we are growing, we are producing at top capacity. I am hopeful and am confident we can bring inflation down. My major tool is the President of the United States, and he has zeal in this matter."
How will you create jobs and reduce unemployment across the nation?,"Well, let me say, uh, in following up, Miss Clark, uh, on Governor Reagans response to me, uh, the Social Security increase that Governor Reagan and Ive voted for in the House and Senate on in 1977 phased in uh, a very gradual increase, across-the-board increase for Social Security recipients of between 18 and 20 percent by the year 1983. In truth, those people upon who are least dependent who are, least able to take care of themselves received  a much larger increase, phased in gradually, up to, uh, those who are better able to care for themselves. And  yes, we did lift the minimum wage because, yes  I think, people who work full-time  and there are a lot of single-head families who work full-time and are _still_ in poverty. And yes  I think the working poor ought to get their share. But to answer your question, uh, about shirts and radios. I see the shirts and radios down at the Mexican border. I drive the roads that the Mexicans drive, and many of the cars they drive are two door cars that have a lot more space in them in the back seat than compared with four doors. But uh  I gotta tell ya  I support the voluntary restraint quotas that the President initiated in 1981. Because at that time _the British_ were dumping motor cars. And with a 300 percent tariff against them, the Japanese are still able to penetrate our market for over 30 percent. So buying American, so far as Im concerned, says to those people who want to dominate  according to Karl Marx  the auto industry, the manufacturing industry of this country, buying American says were not gonna let you take over our economy. But yes, were gonna make certain that we have recurring increases in production  which, in turn, with that added labor costs will increase those jobs. Hiring your neighbor, not your neighbors car. What we should do is stimulate this economy into a high level of production. Ninety percent of the people who were 90 percent of our unemployment problem, under 9 percent. And I think the prospects are bright for bringing them down to a maximum. And whether it means buying American cars or increasing American jobs, I want higher productivity and a better standard of living for people."
What steps will you take to balance the federal budget and manage the national debt?,"Mrs. Folsom, as you know  I have a virulent cold; my answers will probably be a little  a little longer than the questions. My doctors will be very happy if I get through this debate tonight. I have been antI-anti- wet for political antisemitism, and the ones that agree with that answer dont vote for me because they are orthodox Republicans, and the ones that vote for me are not orthodox Republicans and they AGREE with that answer. Theres an extra spender out there, you know, called the national debt. November, next month, isnt only a date when we elect next President. Its also the month Senator Mondale has picked to aggravate the deficit. You see, November is the month in which, under Senator Mondales proposals, the spending, the new spending proposals of his would aggravate the deficit at the same time hes calling for $7 billion-a-year INCREDIBLE increase in taxes. Taxes, you see, for about 60 percent of the American people are a line in the income tax bracket suddenly increases cos just so many more should pay higher taxes. So the answer to your question is a one word answer, equity shut the government down before you borrow any more money."
How will you ensure that all Americans have access to quality and affordable healthcare?,"Health insurance for everyone, employer mandate. Everybody will be covered in that situation. Affordability, accessibility, quality health insurance for everyone. Thats quite different from a national health plan, where the doctors and the hospitals are owned by the Government, but comprehensive insurance. Let me look here for a second. In the last few weeks, theres been some kind of an idea put out that the unemployment program that I vetoed, instead of tax reduction, and taking care of the problems of the American people. That that unemployment program contained the answer to all of our health insurance and health problems in the country. It did not. With regard to the V.A. hospitals, something else. Three times at Democratic conventions, an absolute, deliberate lie, that I had closed V.A. hospitals because I was sold out to the veterans. The biggest, one-hundred-and-eighty-seven million dollar, V.A. rehabilitation center is not far from here; I dedicate it this month. We have increased substantially the amount of money that we are spending for care of our veterans. And theres no truth in the fact that issome other lies been told, that Im turning over V.A. hospitals to H.M.O.s or or Pillsbury, or things like that."
How will your administration address the pressing challenges of environmental sustainability?,"Silicon Valley and other places. On the subject of the environment, yes, we read these terrible stories, and yes, many people think, well, scientists must prove what theyre saying, about how bad the environment is. Scientists already are maligning many of the things were doing  they dont need a shred of evidence; they have already taken a position. This is a very interesting phenomenon. And I just want the opportunity, since you ask, that our record  we have cut air pollution at the same time we have increased by over 50 percent the GNP of this country, and at the same time weve made more cars and the cars have gone many more miles. But, three weeks ago, I was in the harvest of the new crop of solar homes, not one home of which saved energy  saved expense. All of those homes had been given that  25 of them. And also, I happened to be a little remiss, I forgot to say that Im going to Vietnam myself. No, I have so many things I want to do."
What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"We must reestablish a strong and credible military policy. We must, at the same time, seek detente. But first, force must be the basis for reliable and responsible diplomacy. What this nation needs in the future is not a weaker President but a stronger President a President who is trusted by his people and a President who can deal strength to strength with our adversaries."
What reforms would you propose to improve the education system?,"I think that the basic reform that should be made in education, is to uh use  the use of the dollar and to break the monopoly of the federal education bureaucracy. The budget for uh education has gone from five billion when Jimmy Carter was uh in the Congress to over twenty-five billion  hes only been out of Congress five years. Were spending many more millions of dollars for education today but were getting poorer performance. So if uh you can break that monopoly in Washington and take some of that money and use it to allow parents to choose the school wheres the teacher that they think will do the best job  the class size that they think will enable their child to really benefit from being in school  if you had a change of that magnitude into freedom for parents, Id think that that would be the way to improve education. Also, some of that money should be made available to help the schools that are in the low-income housing areas, where they dont have a gym, where they dont have a playing field. And you should have the same kind of educational opportunity for a child that lives in a poor home that you have for one whose family can send him to a private school or live in a neighborhood where that kind of a school is available."
How will you restore trust in government and ensure transparency in your administration?,"A black eye came to the admin-  administration and to that man  the President who appointed him.  I have taken a whole bunch of ac-  actions since then, to make sure  that that doesnt happen again. I  have appointed a special task  force. I requested the Attorney  General to carry through with the  full weight of the law with regard  to possible criminal offenses, the  Sonoma case. Department Of  Justice has been most cooperative.  I believe that this was a one time  occurrence. It was catalyzed . It  was expedited by the black eye that  came to government through the  actions of that gentleman.  I asked him to resign and he did  because of the information I had.  . As far as restoring trust, I think  that Im happy with what were  doing right now trying to expose  to have a government where the  sunshine is the best disinfectant,  where everything is exposed. I  think the American people are  catching on to the idea that we  have made some bold moves in  restore economic recovery and I  think confidence in government is  going to come back when we go too  hard against those in the who ii  .  -. . .  I started to say tho-se, but  seriously Im ensuring that in our  government those that have  responsibility have the integrity  that the American people are  entitled to."
What policies will you pursue to ensure equality and protect the rights of all Americans?,"I dont need a lecture on civil rights from Governor Dukakis. He has been Governor of Massachusetts, and during his tenure it has had the worst record of discrimination of any state in the union."
How will you lead the country through challenges and unite Americans with differing perspectives?,"I will lead.  I lead as one who believes that we have challenges for America to face, yes.  But I believe in America.  I believe in our people.  I believe in our potential, and I am optimistic.  And I will share that with the American people, and I will move us forward in meeting those challenges.  In joining together, yes, one with another. We have to unite this country.  As I said, we have left-wing, right-wing, and I think the hawk in-between.  Im proud to be a member of the Jtotary that just recognizes the dignity of every true.  I thought the other day when I was addressing a meeting of the Urban League in New  that love is no deliverance: . specification of one.  I thought the area of selling and white men meeting. . former President Ford were signal . . . . love. . . . and white.  And I thought that mine.  And so we, together, all of these communities those of color or black. or theatre ordeal down to Mr. Volcker. . .  fool. Why? . .  His best ward. . Imise and Brothers . . . the City . Turner. Today, . its. . well theres go my leader came . affairs on ternal cold hold. . . . . . uh, golfs skis kite- skiing. . . political. . .  the presidency Agreement. . .  I think the toss it to him, no question about it. . .  next thing to elect United get . .  that thing to do out the. .  uh, friendly. . yes sir.  Well, okay. sucker. . . has Jerry Ford now about a savings Colmar."
"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","Yes, we should adhere to those numbers. Because, at this time, in addition to the natural increase of about a million immigrants, theres an additional five million that have sneaked in over the last several years here. And we have only a relatively short time in which to enforce our border control laws and get a hold of that problem. Now, we start with the refugee problem thats humanitarian-inclined. Unfortunately, we have a problem in Central America that most of those there believe that in seeking asylum, because were a democratic nation, that they have the right to go outside their own country, complain about their own government there, and that will give them the right to move here. And its much more dangerous for a person with a true claim for asylum, fleeing from political repression or that sort of thing under international law. And right away we should set the limit that we would take of those immigrants. Then, as we go along with the 1 million that we think, then we have to increase our enforcement at the borders. And our manpower at the Border Patrol in the last few years has decreased rather dramatically. It only takes, really, two and a half weeks if frame were able to do this, to increase the law enforcement out on our border to double or triple that which now exists. If we did that, if we controlled the southern border, stopped the illegal entry there, then we would have time to consider what were talking about here tonight-the economic need for seasonal workers and so forth. But first of all, we must seal that border and make an orderly entrance for those who do come legally."
How will you ensure equal opportunities for marginalized communities in our country?,"Yes. Your question was regarding the opportunity for minorities. We reject the idea that there has not been equal opportunity in this country for all people. The doors of opportunity are open wide. Now  and I believe this has come about because of that civil rights legislation signed by Mr. Carter when the Democrats had total control of the Congress. Weve seen the growth of a number of minority groups in business, making inroads into ownership of businesses and inroads within the large corporations themselves. Were seeing more and more teachers in the schoolrooms, more and more policemen on the force, more and more political activity like the election of one of my opponents, as the Governor of New Jersey, and many others. And so it seems evident to me that there is indeed growing opportunity. Id like to point out one other thing, perhaps as the most convincing thing. Under the Carter administration the rate of unemployment among minorities increased to a level higher than that of white Americans. Since August 1982, under the Reagan administration, the unemployment rate for minority Americans, the African American community, and others, is lower than that for whites. It shows that we believe in opportunity, and were providing it."
Why do you believe you are fit to be the next leader of the United States of America?,"I believe Im fit to be president, Mr. Bell, for three reasons. First, I have the training and the experience I spent the better part of twenty-seven years in the Ford Motor Company, learning every aspect of management, then eleven years on the Armed Services Committee this committee, which is responsible for the management of our Defense Department, for the military leaders of the country and for the whole Congressional responsibility for our defense and then the last twenty-five months as Vice President of the United States, a full-time job, working in the White House, being responsible directly to the President of the United States. The second reason why I believe Im fit for the presidency is my fundamental belief with respect to the Federal Government. I believe the Federal Government is too big. It spends too much. It taxes too much. And whether you like it or not, that money has to come from somebody. Most of it comes from the working men and women in America, those who are productive. And those who are productive are irritated because the Government is getting too big and a dead weight in our society. So, I believe in a Federal Government that is limited in its functions, that does a good job, but doesnt unnecessarily interfere with the lives of the people. Now, the third reason why I believe Im fit to be President is my belief, Mr. Bell, that uh  our president, whoever he may be in  uh  January has a very overawing responsibility for peace for the next few years. Twenty months ago, when civilization as we know it was under the threat of nuclear extinction, I joined with the then-Soviet leader, President Brezhnev, in a denunciation of nuclear war, a declaration that said, many months later, the General Assembly of the United Nations echoed. I happen to believe that uh  there is no solution, no problem in the world that cannot be resolved by discussion, by negotiation. There was a time when one of my predecessors brought us to the brink of nuclear war here in the United States. There is a time now when I believe the leadership has the responsibility to see to it that we erase that specter and bring about control, elimination, or whatever is necessary to keep nuclear weapons as far away from civilization as possible. Those are three of the reasons. I have a fourth, somewhat of a personal note. Ive spent a large part of my adult life in public service. I did so in the Congress, I did so with the Ford Motor Company, and I have now for over twenty-five months in the White House with Mr. Nixon, and I happen to enjoy it. But I regard the presidency as a  much more important problem than my desire for public service. And on that basis, Im ready and willing to take on this responsibility."
What is your overarching vision for the country?,"I believe I do have a vision in this job that Im seeking in this election at this particular time. And its a peaceful, prosperous America. America doesnt have to shrink from her past greatness, because she is great, nor deny her real greatness of our peoples present goodness. I know there are dark clouds, but I refuse  I refuse to accept the prophets of doom who always have such dark predictions. I have an abiding faith in America and in our strength. Our land is filled with heroes, tawny-skinned and black and olive-skinned Americans who have sacrificed so much  they demonstrate every hour, every day, in the poorest neighborhoods, their love of country by serving  by working, by giving of themselves time and time again. And our land is filled with millions who toil in industry and in mines and in fishing and in farms, people who teach our children, guide our youngsters, patients in our nursing homes. All of them have honesty and heroism, and all of the courage to work hard and spare them time, and they love their country with all  all their hearts. This social and economic strength, and a growing military strength which we see today, must be used  it must be employed to either strive or to reject our goals of a lasting peace and prosperity in the world or for our great country. And as one at the apex of so much talent, it is also my privilege to meet with so, so many of these heroes, and together these things that I see give me a feeling of optimism and hope. Ronald Reagan looks out at you every day and gives the leadership that he has, and I look out at an America thats so full of goodness, and I believe in the American spirit. Now, just before tonight, back in the green room, I turned to Governor Mondale, and I said, Arenst you thrilled, Governor? And he said, Of course I am. And I said, We were here 21 years ago. Ronald Reagan was running for governor, and I was running for Senate against Ted Kennedy. And he looked thoughtful for a second, and then he said, It doesnt seem like that long ago. Well, it does seem like that long ago to me. But, you know, we were raced off then  back to work after our debate because we had at  an important task ahead of us. The governor and I, still with some  diminished hope, thought he could beat Jerry Brown for governor, and I was trying to recapture my Senate seat that I once held, and we lit out for home. And the Reagan and the Mondale families are all great friends. As I drove home that night, I thought of those houses with the well-groomed lawns, and in those houses the stoves were on; the ovens, baking little treats. The houses were filled, as ours was, with excitement and all the talk of the upcoming election. But those households had another problem, too. As I was driving along feeling like a statesman, there was a problem in the back of the car to when Id get home. My  My beautiful daughter, Reagen, had entered a school contest because children across America were doing this. They were to record what their dads did at their jobs. And the little girls and boys came home with such things as: My daddy drives a bus, and one said, My daddy flies a plane. And hers was just so presumptuous she wanted to do this. And she said, My daddy is running for president. And she talked about my schedule, and she talked about the  all the various meetings that I had, and she talked about the representing America in meeting with world leaders. And in the midst of all the things she said, or her teacher said, there was one of the four or five big stars, and that said,  and then she added, And my daddy has to debate one more time. Now, I guess that doesnt give you a peaceful night, if youre the father of a little girl like that. Well, I thought of it the next day, as I told you, as we raced around talking to thousands of people. jobs like all of us in this race, continue, and they require a good deal of time and sacrifice. But how do you trade for that? Sometimes, if when I talk to one of these great groups in California and finish, and a father or mother or bus driver  somebody wants to take a picture of me with the children  how do you trade that and the memories that theyll have for going to a baseball game once in a while? And sometimes, Im going to confess something. A few of the recent outings  no need to look at the smiles all over the place, cause, we have too. I heard a great preacher one time say that  somewhere in some movie that Id seen. And its not the seconds that you miss in a life like this someday. The preacher said, Its not the getting that counts. Its not the getting of those  those extra treats, or that is the rest that counts. Its the giving. So I have a feeling of excitement that were here tonight, and well go back  back to work later. And Id ask those of you who watched to sit down and give a good thought to this great land of opportunity, brave and moral and God-fearing. The pall that enveloped us after 911 is only in the hearts of a few. Our recovery grows more odds-on every day. We have the potential and the plans to mend our injuries. We must hold that light before us and go on. And if you are like we occur in America, God bless you. God bless the America we love."
What is your plan to manage inflation and ensure economic stability?,"What was the plan yesterday? Or rather, what had been the plan through a year ago September? To add another 220 billion dollars to the deficit over the next ten years. To recommend increases in personal income taxes that would have increased personal income taxes by an average of 68 percent in America the next calendar year. It was a plan that called for continuing on the same old road an with across the board or an attempt at an across-the-board 5 percent cut in expenditures, which still would have added even with that, with the recommendations that I just made, to the deficit. And it would have cowed into the face  Congress would have waved the white flag of surrender and said, We can go back like we did before and add to inflation by adding to the deficit. We said no to that. And yes, we did tell the Congress that there was only one choice left. If they were dead set against the tax cuts that we thougth might be the answer, and economic restraints on their part mere just that economic restraints. Then, we would have to live with that, and the only logical conclusion which they are now beginning to understand all too late, I think. I said that the preceding Presidents of two different parties had all talked about Congress:  Sooner or later were all going to have to pay the fiddler. Well, guess what? The fiddler is here. The opportunity for us to have cut out 220 billion-dollar addition to the deficit, for us to have had a tax cut, for us to have helped the poor to have shared prosperity  all of these things are the recipes for cutting the inflation at its root. But, simply saying well cut this, cut this now, doesnt get through to the American people that theirs is a responsibility, too. Inflation is caused by too much money and not enough goods. Inflation is continued by a runaway deficit that simply says to the Federal Reserve Bank keep jacking up that interest rate, cause weve got to finance this runaway deficit that we get each year from a Congress that wont join in with us and taking the necessary steps. Please dont let anyone convince you, and I make this as a direct answer to your ever-increasing question, please dont let anyone convince you, this is a horrible cost-of-living problem that only a handful of people are suffering, and that only the government can cure it by spending more money and adding to that deficit. Too many are suffering. Theyre all in this audience here tonight. We all know them in our neighborhoods, in our homes that inflation, that they have little to no say-so over. And they are suffering to a degree that none of us have any right to let them suffer."
How will you create jobs and reduce unemployment across the nation?,"Yes. I will stimulate the expansion of private enterprise in America through incentives, not government programs, not Government projects that dont create jobs, but incentives for the private enterprise system. I will cut the tax load slightly on payroll which will have a dramatic effect on the creation of jobs. Kid yourself not: One of the reasons that we have a 9.5% unemployment figure is because of the heavy tax load on payroll which encourages employers to hire part-time help rather than full-time help. Secondly, Im going to stimulate additional housing starts in the year 1976-77. Uh, uh  Im going to call upon the  under  the Federal Reserve Board, which circulates the money, a stimulation of mortgage money, to make it much easier to have 8 and 81/2% mortgages. Thirdly, the national energy program that I hope will be developed by next fall will create in the mining industry jobs. War on cancer  jobs. Homesteading  jobs, and I sure as heck believe we need em."
What steps will you take to balance the federal budget and manage the national debt?,"The Republicans sat in this debate in 1980 and said, trim the fat, trim the fat. But you know, Jimmy, when you trim the fat, when youve gone through all the departments and agencies of government and you have tightened your fiscal belt, right where you have to begin is, you have to begin with the meat. And thats exactly what happened. My own administration, during its first 15 months, has decreased the growth of government by  percent. And our budget this year calls for a budget that is  percent less than it would have been if the slide rule of the Carter administration still were in place. You talk about the meat of the budget. Do you realize that this Wright-Patman bill, which is the more serious bill, would do away with every one of the  little patients that we have in the Nation  sick patients  with me in the bed  that were trying to control inflation, five million unemployed who are, right now. But they never built a hospital. And if theirs is the hospital where they cure those  oh, the unions will come; everybody wants to go in there  but they dont build a hospital so you can go out; they dont have anything for everybody to do. Theyre just  its a party of blame. Our party is a party of growth and opportunity, and thats where we stand. There is no fairy godmother, Ill tell you that. There is no unicorn out there that, whoosh, just takes care of the deficit and makes it disappear overnight. Its going to take growth and opportunity and a limited government to do it."
How will you ensure that all Americans have access to quality and affordable healthcare?,"So there would have to be presumptions in your question, in that statement, and Ill address them. First of all, whether or not the corporate sector, or nine out of ten medical people, feel health insurance is the answer. I have always believed that health insurance is not the answer; medical care is, and a good share of the cost in the practice of medicine is the insurance cost. And then, today, a doctor spends more time at the desk looking at a lot of records required by insurance companies than he does with his patient. Now that nonexistent middle class that you talk about in your question: My father, who was a railroad man, after 40 years in the same railroad had a nice little pension that he depended on. And one day the railroad decided after 40 years, weve decided were no longer in the pension-bunding business, and all those people lost everything. Theirs was an adventure in working hard for a better-life for their family. There are many people like that in this country. Our answer were not going to get to the patients first, Ill say that. Our answer is, we do not believe that because someone is not on some kind of welfare program, the idea that we would make the answer for the health problems of this nation, that universal healthcare would mean socialized medicine and, yes, they have a problem there in England, but if you think that everybody is taken care of, no one dies on a waiting list, I had a British surgeon on my back surgery team, he was board-certified in the U.S. and had gotten their British certification, and I asked him about those waiting lists. Yes, he said, they tell you in the paper that there are so many hundreds of thousands of people waiting to see a surgeon. He said, But they dont tell you the ones were denying admission to the hospital but admit those that we want to see, because we have so many, so were keeping a waiting list of our own patients. Well, as a special or an answer to that, we do have a problem with some people not being insured. Our present plan, and its in the Congress, increases the CHAMPUS type of plan and offers a private plan to many of the federal workers and all federal employees to buy into that same plan, to the doctors, to the hospitals, where there would be, according to the Massachusetts Blue Cross/Blue Shield, he said 20 million more patients, the same doctors, the same hospitals. And out of that, a part of the premium pays for those people who, unfortunately, are not insured and cannot pay for themselves."
How will your administration address the pressing challenges of environmental sustainability?,"Of course, this is four years down the road at least uh  maybe five. But I am confident that someday well be able to take that carbon dioxide  that lifes giving substance, which has been accused of the terrible thing of making a heating blanket around the globe, and turn it into something for which we use so much, and which is so scarce, and that is, a fuel. That is uh  an energy. I think that uh  well also be at the point where fusion has solved uh  our energy problems in the same way. We have a number of tasks set for our technology, I believe with confidence, they are going to meet those tasks. I believe also that we will have by that time perfected the non-chemical, non-pesticide processes that will cure plant diseases, that will rid us of uh  plant or plant insects or animal insects. All of the things that we now do in the chemical field, we will have achieved that. And well be using lasers and a number of other things, as we do now in certain areas. And then chemical will not be necessary, and uh  the environmental problems that have arisen from that will have been solved by technology. I see great things ahead for uh  mankind. Technology, if we dont stifle it with limitations of a rigid kind,  and so far the environmentalists, in their understandable desire to protect the environment, sometimes rush in with solutions that  wham  heres a solution to some problem, and they dont look at what the other side of the coin might be. And so the growth of technology has been limited, and is what has made some of us who believe so strongly in stewardship believe that well, we do have some problems now and it116s because weve prevented technology from doing its job. Lets put our faith in technology, and in man to care for his world, and Im sure well have a cleaner, safer, and better environment, even by that time."
What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"I am not going to wade into domestic politics in the midst of a debate so Ill just say that I was stunned, as I guess all Americans were, to hear the Presidents praise of the economy. Huh  whatever. But, if it  if I had to wade in, Id have some things to say about that. Defensive posture? Uh huh  well, now Im into it. Okay. Ill the take the question on that. And I will tell some things about the economy in Iraq, for in  instance  where uh  eighteen years ago they bragged on having a $16 billion trade surplus with the West, and now they owe $75 billion uh  in double deficits to the West, and have the kind of an economy they have. But Ill leave that for another day. I got what I wanted, Ill shut up. The uh  defensive posture that  that uh  Im talking about is one of deterrence, not of  of uh  bells uh  ringing and people uh  coming and knowing that link in NATOs chain is broken and that somebody then humbles themselves and begs for the kids to come home again  uh I dont like that situation. I like the situation where they know that  that uh  NATO, that the United States, enjoys such strength in its deterrent position that nobody is gonna knock that link out. Now, on having to deal with the Soviet Union and what not? Very careful how I answer this one, huh  yes. I can recall a president sitting in the Oval Office looking at television and a headline scrolled across the bottom of the screen that said, Kissinger aides confirm talks with Hanoi are in progress. He hadnt even been told. So, Ill leave a future occupant of the Oval Office the discretion of saying yes or saying no. But, I can see where it might be better to be telling some it is going on and you  you just dont know about it."
What reforms would you propose to improve the education system?,"The education system in the United States today is a national disgrace. It is the next thing we can find to the squalor in which some  of our people live. And this is out; embarrassment; this is out; shame. And let me tell you something. The door of opportunity has closed for so many inside the ghettos way out there in large metropolitan areas, and theres education inside the ghettos of America.  not a single opportunity. I chained my mind to the feller in the front row. I chained it to the man in—at the far—just held it all night long while you sit here and listen. And then it chirps all day long for you to remember all the lies that somebody like me told you. Theres education for nobody out there.  a disgrace. And education is thanks to the federal government, thanks to the Department of Education. I started meeting last  Fall with young black leaders in business, in government, in the professions, and the young black Americans.  sat around because they invited me to talk. I believe I made a real friend out there. I reserve that labor-intensive special—meeting just for black leaders. And they say the same thing.  they say, hey, Mr. President, sit down, we dont want a single entitlement for redress, reverse employment. You just get government off our backs and treat us as equals, and we will beat anyone. But, really the most important thing, I have young high school students and we arrange that  can like meet with them, and they have said to me flatly, theres one thing you can do for our future, Mr. President.  are seniors this year. I have to add my letter of acceptance to the college Im counting on for our future down the road next fall, and its a dead-end school.. You know, I slipping dont have those skills you talked about, and  cant delay and wait and hope, you find some place of alternate.  have heard that screaming down the Cape Cod highway where so many of you have and probably so all haven eaten piles of crab one way or the other.  were shopping in a neighborhood somewhere out in sociability land.  heard the mannequins screaming all the way down. HOME, Mr. President. HOME.  got that kind of a mandate. With your help, well get it done. Ill hold the Ford cabin; and American people. And dont let anybody arrange the calendar or the timing but the Ford administration."
How will you restore trust in government and ensure transparency in your administration?,"Oh, absolutely. And given the investigations and everything at that time, and I still believe that today. Now, regarding restoring trust in government [inaudible]. Our government depends on loyalty. Now, some of my cabinet across-the-board were in a position where they are going to have to face a Grand Jury. And I assured them that they would have my loyalty. If they were called before a Grand Jury, they would go and testify, and that was the only way we could  be sure that their names would be cleared, that the truth would come out. And that is what I mean by having with them a complete confidence  and trust. Now, to restore the people  and I think they are beginning to have more trust in government  weve opened up the White House. Weve made more tours available, more millions of people going through. Every Thursday afternoon I have been meeting with the White House press. Theyve dropped the gavel restrictions so that if someone has a legitimate question, although another person just had a question a minute ago, were trying to get fairness in hearing all the questions. Again, I just instituted a meeting with the editorial writers around the country something I used to do when I was a candidate or as starting out as governor. These are the people, non-television, that are instructing opinion molders. And so I dont see how there could be any blackout with all of that going on. The business of rolling back inflation and getting this economy moving does restore  and to me, if I were in their position, Id want the same thing. Id trust an executive more who was out there battling to do that than just sitting around doing nothing. But the meetings that are taking place  and the economic summit we just held, our governors, weve had two governors conferences, the next one out in Hawaii. Our governors  were 535 elected representatives, sure in the super-liberal Democrat states they have some Republicans, but theyve got a super-liberal Democratic governor. But here, where the presidents of the party really are either in Texas or Florida, utah and places like that .  But were hearing from those governors who are running these good states just as I think that committee out in California, Democrats and Republicans alike, who are looking over the programs that were proposing, are grassroots, seeking the grassroots of the party. But I think more than anywhere else, the road show where I go out and talk to people I think they know whether they can trust someone; if someone has a problem, that somebody trusts them that if they tell you, they tell you in such a way that you keep that hidden. I think theyre gradually  and theres still too much cynicism  but returning those calls I think are helping a lot."
What policies will you pursue to ensure equality and protect the rights of all Americans?,"My own record as a congressman and a majority leader in the House of Representatives, where I served for eight years before becoming Vice President of the United States, shows that I have consistently tried to achieve opportunity for all and none for the individual. While Governor of the state of Michigan, I uh a recommended to the then uh  state legislature legislation that was designed to avert discrimination in any form whatsoever against anybody in the state of Michigan. In addition, while I served in the Congress, I supported subsequent to the initiation of the bill by the 32nd president of the United States, the late Franklin Delano Roosevelt, I uh  fought for the inclusion of the Fair Employment Practices Act in the civil uh  rights legislation. And I have always opposed any exception or any loophole that would allow an employer to discriminate against an individual because of their race or their color or their creed. Now the practice of discrimination against an individual because of race, because of color, is repugnant to every American. It is illegal. It should be barred and stopped at every level of our society, from the Federal Government down through the state and local communities. And the President of the United States initiated the affirmative action program, which I wholeheartedly support. Weve had meetings, department by department, to make certain that we carry out our civil rights legislation, that we implement, in every detail that is possible, the affirmative action program that the President has put into operation. And the results, Im pleased to say, are very, very good. The Department of Labor six months ago reported that more blacks, more minorities, were employed in the Federal Government at that time than ever before in the history of our Government. And likewise, the prosecutions, the investigations by the Civil Rights Commission are  have been increased under this Ford administration. We have uh  told the Department of Justice to make certain that there is no discrimination by any agency of the Government or at any time in the private sector. And the indictment, the prosecutions from the Department of Justice are evidence that this Ford administration under President Ford is, and will, continue to carry out the enforcement of the civil rights legislation and will implement every part of the affirmative action program."
