Question,Model_Response
What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,德雷克 8
What reforms would you propose to improve the education system?,"I think that the most immediate steps to be taken in education are to make certain that our educational tax credits are passed in this Congress. Thus far, there are about twenty-three members of the House whose votes we expect to change before we adjourn in September, and educational tax credits will give the low- and lower-middle-income families a chance to send their children to the parochial or private or college of their choice and will relieve the public schools of a substantial amount of their burdens. Second, on retraining computers. I remember when I was governor, in the so-called trayless cafeteria system in Georgia that my wife instituted, we had a teachers training program that was about $30 million, which I fought very hard to be able to persuade parents to get involved in their childrens education. These were parents or volunteers. They studied accounting and reading and English and so forth, $30 million, it was a very successful program. California has one now that works very well with computers. With the advent of computers and the inevitable layoff of approximately 15 to 20 percent of the work force, we have to have a good retraining program, and that also would help us. We need to devote a far greater percentage of our total national budget to education. Under the Republicans, the percentage of the national budget devoted to education has dropped 20 percent, and since Mr. Ford has been in the White House, the amount of money for education has been cut very drastically after a cut under Mr. Nixon. This is, I think, a major responsibility in government is to provide the opportunity for education. The Greenwood bill to grant or to lend long-term loans to institutionalize long-term loans to education for our colleges would also be a step. These are ways in which we can proceed to put young people to work.  Provide relief for our elementary and secondary schools with tax advantages for lower income families to have educational choice, provide for retraining of the parents so they can work in new jobs because of the impact of computers,  and also put priority in the expenditure of our public budget on education,  including passage of the Greenwood long-term loan bill for colleges."
How will you restore trust in government and ensure transparency in your administration?,"I will invite journalists in as my predecessors did  open the records. This is a good question, and I think Joyce called me on it, and I did ask the Glens Falls newspaper if they would call me back. I think they did try to call me back. They left a message on my home phone, and I didnt get it. And it was too late in the day to call back. I apologize to the Glens Falls newspaper. I normally do call back every newspaper that asks me, but I do point you  I will point you to the comprehensive legislation in the Congress. Every year we submit an enormous amount of information to the Congress, and every year they come up with bills in the direction of sunshine, and almost every year, or every other year, they at least put it into their conference committee for a small period of time. So we are trying to respond. I hope there will be additional sunshine legislation passed."
What policies will you pursue to ensure equality and protect the rights of all Americans?,"I would have to say that the most difficult assignment in politics today is to address yourself to the civil rights needs of the people in our country. The courts and the Congress and all the executive officers of our Nation under no administration have been more vocally and consistently committed to the equal treatment of our people. Unfortunately, the total integration of our society, particularly in the fields of housing and the community life, has not yet been accomplished. We are a pluralistic society. The enforcement of hunting down and putting to punishment people who violate the civil rights of others  in other words, the Klan, or those who have recently let loose some acid in the face of a syphilis patient, or those who would violate the civil rights of a black or a woman  all thats pursued vigorously by us. The appointment of blacks and other minorities and women in high supervisory positions in the Department of Justice is pursued. We have three black and two Spanish- American, uh, U.S. attorneys in the federal district courts, more than all the previous administrations, all the previous hundred years since the inception of the department, combined. The  uh, the, uh, people who are practicing law in the Voting Rights Section, who are there to sue where we find any violations against blacks and votes in southern and western states, uh, are three-quarters black, uh, uh, or, or Spanish-American. So we want very much, and Im committed to the civil rights of all of our people, and all those who are politically connected with us are equally committed. Womens rights, uh, the  press release that I gave when I was first elected-majority leader cited the civil rights of women, blacks, and Hispanics, uh as my objective for that Congress. I equally am committed to the civil rights of women. Uh, unemployment among black men our national average is about 10 percent: among black men its about 18  among black women its about 13. I recently told a civil rights group, in answer to one of their questionnaires, that, that we would be very strong proponents for affirmative action in the hiring policies of American business, and that is a very serious shortcoming of this administration. In the field of estates, unemployment compensation, welfare  equal, uh, uh, hurts women and children much more than it does men, and were very committed to, to improved welfare housing assistance, and stopping the cut of public housing in this coming year. Uh, this administration has seriously been mistaken in its cuts in education, training, housing assistance, and equal employment opportunity. Those, those areas are-are very serious for us. Weve also fallen down on compliance in the, in the Equal Employment Opportunity areas, so that we dont have equitable, uh, uh, treatment of blacks and women, and other minorities today, so were gonna follow the policy that the Congress, uh, led by  by us on the Democratic side, has, has insisted upon, and that is a, a, uh  very diligent, uh, practice of the civil rights and women and minority rights about the Bill of Rights, where we will strengthen the Equal Employment Opportunity Commission. These-three elements of the Bill of, of Rights have not been funded by this administration to the uh  degree that they were by President Ford previous administration. And now with Byron White  Justice White  Mr. Reagan is threatening to appoint to replace Justice Blackmun, who has joined the-three judges, uh, uh, so that those- there are three minorities and three  uh-majorities on the-re-presentage of the totality of the issues beteiligt, and the-four of the-eight justices that make the ultimate decision, Mr. Reagan would appoint a, a uh  man whom I assume would be able and qualified for purposes of administrative experience to the-replace, uh, Mr. Blackmun. And to me that would be a major step backwards and a threat to the women-demands on the Equal E-employment Opportunity Commission, equal-rights amendment, major case, uh, uh, by uh, uh, the  uh  groups for the-youve got about four hundred such, uh, groups that have been uh forced to get together to file amicus or  third-party briefing for, for their members. And if, and if  at uh, this, uh, gentlemen on  on those uh, uh, areas would be major uh  trouble codecs, and that would be in the field of civil rights, particularly, which have demanded-including women, including equal rights."
How will you lead the country through challenges and unite Americans with differing perspectives?,"Well, thats why Im here tonight. Thats the purpose of these debates. I have not only been trained on the issues, I have been in the cockpit with my President, Jimmy Carter, trying to make the decisions that affect this country. I not only handle domestic questions, I handle trade; I handle questions that go to final procedures. I not only know the intricate detail, I understand the moral and the ethical implications that you face in leadership every single day. Leadership means also bringing people who have different views together in common effort. With President Carter, I have seen that done, and I know how to do it. And thats the leadership that this country has not had. I think there is a longing in the American people to have a unified government, to have a government that reflects decency, honesty and integrity. And I think they want an administration that understands whats happening in the world and in this country."
"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","For three weeks now I have been standing here saying I would like to see an opportunity as to what we do about Central America. I think we could likely- as to look at these refugees pouring into our nation from El Salvador, I think we could solve that by solving what is going on in El Salvador, not by pretending that these people dont need our help. They do. The ref- the overrun problem with the live at the border is a problem. Its caused, of course, by the influx of this traffic, as sometimes they try to get in. We catch 2 million of them trying to get in. Were doing something about it.  But I would like to see- we are building the wall. And the reason were building the wall, because thats where our- at our borders, particularly at Meri- at Mer- at Mexico, 33 of our national security problems are found. And by that, by fixing that wall, it prevents against that- those infiltrations."
How will you ensure equal opportunities for marginalized communities in our country?,"Id like to answer your question regarding the future of our cities and what we would do about it when the next President takes office. The first thing I would do in our city programs would be uh  institute what used to be called the uh  Model Cities programs. These earlier programs, until they were termed uh  pork barrel, used to direct substantial amounts of money into the poor areas of our cities, the minority areas, into the uh  environment, the housing, the uh  educational opposition, parks, uh things of that sort. They were very useful and effective. I think that was one of the purposes served under the Brown v. Uh  Board of Education, to see that minorities, uh uh  poor communities got adequate attention in a uh  different, superior way. And I think that commitment ought to be employed, too. Right now we have a uh  revival of racism in our country and I think, uh attempted segregation as you see in south Florida with the 8-1 CRA. Uh  Im sure Jimmy Carter will correct that. We have uh  phenomenally getting rid of  of  of Blacks who have been moving into housing projects in so far as  as white housing projects in so far as they have been integrated through a court order. And I think this is not right and if Im  if Im uh  fortunate enough to be elected and in a position to do something about it, you will probably see in  in the area of our cities more forte given under a  new Civil Rights Department with uh a brief given under the uh  the Justice Department in defense of the  the uh civil rights programs of quite a few uh  cities who are getting very rough in their uh  insistence that minority groups be excluded from the uh  siting of uh  environmentally damaging structures now. But my  my major purpose to get uh multi-family housing into single family neighborhoods with adequate parks and playgrounds."
Why do you believe you are fit to be the next leader of the United States of America?,"It helps to be 72 years old. Ive had three careers and Ive been successful at all three of them. I was an attorney. I got off to a terrific start, and 20 years later I was considered by many to be the best trial lawyer in the United States. I made a lot of money, but I left it because of a loneliness in the profession and a sense that I must be involved in something more zip, something broader. And thats when I entered politics. I was elected to the legislature, the state senate in California, and I was the leader. Just two years later, Governor Reagan appointed me to the state Supreme Court. I was the first appointee in three generations to be re- appointed; that alternates between Republicans and Democrats. That tells me I did a good job. I left the court after eight years, to run for governor, having served 32 years in public office. I had to leave for two reasons: One, because I was getting bored, and two, my daughters said I was boring. And if your daughters say youre boring, youve gotta change. This is my third try  and the charm. But Im running for president for the same reason I ran for governor: Because I believe in the promise of America, and I believe that these past eight years, weve come a long way and weve done good things. But there are some very, very real dangers in the life of our country. Now is not the time for a zealous new car owner to buy a lemon."
What is your overarching vision for the country?,"I said I think thats one of the most difficult questions Ive ever been asked. I dont think you can handle a question like that in thirty seconds. I made a choice of not saying what I had to say here, but saying what I had to say for the American people. And if theyll allow it, Ill say it."
What is your plan to manage inflation and ensure economic stability?,"I think that the greatest threat to our economic growth and prosperity is continued inflation. And I believe that the Inflation Reduction Act, which will go into effect tomorrow, will be the best single approach that Ive ever seen proposed by any president, to bring inflation down. Mr. Ford, in his Security Council Statement, says that he hopes that inflation will be reduced to 2 percent a year. Weve never had that before. Even during the Great Depression, it was about 3 percent a year. The best that Ive seen done in the last 40 or more years, with a Republican president in the White House, was about 4 percent a year. Other presidents, before, who had Democratic Congresses working with them, have done far better. But our approach is very simple. We do not transfer the blessings of inflation from one group to another, treating one group on an election year as though they were poor and deserving. Under the inflation Adjustment Act, everybody got their colas, even executives got 17 percent bonuses and thats why we had continued high inflation. We simply, as we go along, work on the five or six major basic commodities, like oil and natural gas and processed food and steel, and as we do this, and as the economy grows more productive, we will bring inflation down to an acceptable level, 4 percent a year or less, which is a foreign experience. Inflation under the Democrats has averaged about one full point lower than under Republican presidents. Thats the way to do it. And we let the consumer pick the winners and losers."
How will you create jobs and reduce unemployment across the nation?,"This is a real diffrerence between Governor Reagan and myself. I think he would do well to try to win Texas with his answer, because I think the people of Texas are too smart to believe that  uh  tax advantages for corporations across the nation are gonna create jobs in Texas. Those jobs are going overseas. Why would Texas create those jobs by giving corporations who leave the country, uh  tax advantages? It is absolutely insane. Uh  what does have to be done, and Mr. Hassert is right. I have said that my economic program would reduce unemployment to 4 percent or lower in five years. It has to be done by incentivizing the creation of new jobs by small businesses and by new businesses. It has to be done by public service jobs  a record weve already proved in American can be achieved, and by retraining and education of those who are thrown out of work because of international competition. Weve gotta boost exports. Weve got to use the tax system with tax credits and, and  and targeting for investments, in the very areas where we want jobs. Weve gotta have an energy program, a regional economic policy in the defense areas of the country. Weve gotta have the housing market opened again. And weve gotta have, also, the  much stronger on protection of the American consumer against the big monopolies and cartels of our nation and internationally. All of these things had to go together, if we are to achieve the very ambitious goal of 4 percent unemployment. But the American people, American business people and the American worker will achieve it."
What steps will you take to balance the federal budget and manage the national debt?,"I thought there might be a question about balancing the budget. I believe that we have to get control on our deficit and our national debt. The object is not to have a balanced budget, because that would mean a Depression in our economy. The object is, at each point in time, to bring our expenditures in line with our revenues as a basis for making this economy grow. Ive indicated that were going to cut defense spending, 7 percent. Every Commission, both the President and the Joint Chiefs of Staff Commission told us that we could do this without sacrifice of security. Thats 70 billion dollars over the next 7 years. Im going to take the 56 billion dollars that the Presidents wasting on an unneeded and a costly tax program and put that against the deficit. I also believe that we have to look at additional revenues. I will not, under any conditions, jeopardize our economic recovery by a massive tax increase, but I do know, as some of the Democratic orthodox  think  that this can all be done by cutting defense alone. And I dont want to get into rubbery projections of economic growth, because every time this President announces he has a balanced budget, over the next couple of months he adds to the deficit another 10 or 15 billion dollars. And theres just no trust anymore. Every economic return has to be verified. But I do believe that we can achieve about 4 percent of gross national product growth, and I believe thats what were beginning to do. So it takes a combination of expenditures, reduced expenditures and increased revenues over the process of time. If we dont do this, were now up to 1.3 trillion dollars in national debt. This year well pay over 200 billion dollars just in interest on that national debt, which is equal to nearly over 50 percent of the defense budget. Weve got to get that down. This evermountainng national debt is a warning to the future and weve got to prevent that for the next generation."
How will you ensure that all Americans have access to quality and affordable healthcare?,"I remember, thirty-three years ago, when I ran for the Senate. I took this very issue, the issue of health care and health insurance, in front of a town meeting in Brockton, Massachusetts. I listened to good working-class Americans, tenants of public housing who held their breath in order to draw a small old-age pension, and their savings were in the health insurance that they had. They stood up and said, This is what we want on the floor of the Senate. And I fought for it and I voted for it. I remember the passage of Medicare  so does every American; thats the program that helped preserve the dignity of old age and [delivered] people from poverty in the shadow of retirement. That was resisted in its time. And Newt Gingrich has spoken scornfully of it. And now theyre trying to scrap it. I remember when they passed COBRA, and we pushed for it. It said if hed been working for three years and he lost his job, they couldnt take away his health insurance because it went with the job; he still could keep it. I pushed for that. We got it. I remember something, too. I remember just a week or so ago, I debated  Governor Bush and I said to myself, I wonder  hes a nice man and hes smart; I wonder if he knows all this. You see, the American people know this. In poll after poll, when you ask them just a simple question: Do you and your family want President Clinton to be able to work out a plan to provide adequate health care that you can afford? By 70 percent, they all respond yes, even Republicans. And do you notice how the Republicans seek to twist it? Bob Dole, the other night on television, actually said, All this, these initiatives for health insurance  or his health care plan  hes all for it, but he just doesnt want to pay for it. I mean, is it possible not to be for health care and pay for it? What kind of thinking is this? Are we going to face these costs? You bet we are. And finally, the American people are going to demand that the people they work for in Washington come to grips with one of the great  vital issues of our  of their generation. And we will. And it will keep costs down and we will delay spending. And, yes, we will find a way. Just like Bill Clinton and Al Gore have guaranteed to provide this insurance for every American family that needs it, were going to get some savings by holding down the out-of-pocket costs. And as sure as I stand here and draw breath, we are going to get it done, and there is no stopping us. You can call up Harry and Louise and try, but were going to get it done. And you folks watching at home, you remember what they said. I know they wont be able to stop it."
How will your administration address the pressing challenges of environmental sustainability?,Will there be effective enforcement of existing regulations? Who will pay for new regulations?
What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"Assuming that were able to establish the political principle  I call it that, as opposed to linkage  to go to the Israeli-Syrian dis  Rabin-Sadat peace agreement, to strengthen Israels frontiers to maintain Israels security."
What reforms would you propose to improve the education system?,"Both of our sons went to public schools, and one of them now is in a private university  it is a church-related institution. Im an educator myself. I love education. I value it very much, and Ive devoted a good bit of my life to it. What we need in education today are a series of  of major reforms and changes. We need to make sure that every young child who comes to school meets a readiness requirement so that the money that goes into education has a good shot of working. We need to have a major effort by our educational institutions at the secondary school level to teach remedial education for those that need it. We need to have at the secondary school level, a chance for every student to learn a foreign language, to use relatively the same textbooks so the teachers can communicate among themselves, give a lot of parental help and supervision with management committees in the schools, and have an expert, supposedly, in each classroom so that the teaching process is not so authoritarian, but more like a peer discussion. We need to involve, at the elementary, high school, and university level, the students in work outside their community as a requirement for graduation. Lets use our universities, as I advocated in opening up China instead of loading our ships and airplanes with defense materials, lets load them with educational materials. The new presidency, which I proposed and he endorsed in both the party platforms, have adopted a  an advocacy of educational reforms. Lets have the educator presidents, secretaries of education so that we can tackle, for a long time  I was on the education and labor committee  the problems of college costs and burdens on students and student loans and work with our colleges in a continuing process to get the costs down and quality up. Let our research, as we have in a lot of other countries, go to where the most brilliant students are, rather than giving automatically grants and research money to the most politically powerful institutions. I sat on the pure research committee in Congress, and we're in the process of breaking up the chancellorships in our university systems to be more like the British and the Germans, where it's  its easier for private interest to get to these very brilliant and largely self-supporting universities, because with the research money with good tax credits, and with involvement by industry, we can solve a lot of the unemployment. There's a good computer  computer  computer literacy opportunity that we can expand. With the work-fellowship programs, we can let students earn their way through college. Let's have indexed loans for parents so that parents borrowing dont have to pay usury rates just because their children have a little bit of income. We've got enough  I think I'm the only candidate with a public school and a public college background; my opponent has one or two years in a private school as a teacher, and no knowledge of public financing of colleges. We've got a real chance now to make a breakthrough  a new presidency in Washington and a chance for reforms in education that will pursue this equal chance in life that we've been denying to the poor groups in our country, especially minorities, for the last 20 years."
How will you restore trust in government and ensure transparency in your administration?,"This years Montgomery bus boycott is an excellent example of what Im talking about in terms of trust  letting people know whats going on. Exactly the same thing was in 1944, 1938, or eight months ago. The federal governments position was that these buses were not interstate buses. Simple information, correcting that, would have opened these buses. Thats just an example of it. There was no bad faith, no evasiveness, just lack of trust and confidence by the executive branch of our government. And at the eend of the year, were going to have a commission on the presidency, or a group outside of government, not the present commission that President Ford appointed. Before that end of the term we will open the White House, we will open all the records of the executive branch over a three-month period. We will answer, if possible, a thousand questions that the people wanna answer. And perhaps they can recommend changes, also, that will increase the confidence of our people in the presidency. I think its very important that that be done. But two things efitt the future  a strong and vigorous press, and the Congress of the United States taking its oversight responsibility authorize  seriously in a nonpartisan way.
"
What policies will you pursue to ensure equality and protect the rights of all Americans?,"Well, we were making some race progress until the election of Ronald Reagan, where he stopped the civil rights program that President Carter was pursuing and equal opportunities for employment, promotion, education and housing. I would, of course, insist upon strict enforcement of the civil rights and the voting rights legislation. However, the best way to ensure equality of opportunity for all Americans is to pursue a program in education that guarantees a decent education for all. Under President Carters administration we had a program, which has been continued under my administration  let me be truthful and not give the impression that something was done before I got in. When I got in, thats when the handicapped childrens education program was accelerated, and also the food stamp, the school lunch and the Title 1 programs that help poor children  all those were initiated or carried out in a stronger approach by Jimmy Carter. Thats what we are doing. We also insist on the strong enforcement of equal pay for equal work. In welfare reform, we did insist and insist now on a proper use of the welfare benefits. The AFDC is, it gives the grant to the family, and we insist that it go to the woman who is head of household. This has been misrepresented, and it falls right on those who are supposed to be the beneficiaries. It doesnt go to the women and children often. So if we can keep on with this equal opportunity, make sure that we have a fair and decent and quality education in the office and also adequate health care services very often to youngsters who now just dont receive any because of poverty  all those things will make it a lot easier to make sure that all Americans can live happily and healthy in this country and also receive a portion of our countries growing wealth that I expect to be available in the future."
How will you lead the country through challenges and unite Americans with differing perspectives?,"Well, I think Im a pretty tough negotiator myself. As a matter of fact, I think Im the best at negotiating Ive ever met in my life. And thats one of the reasons Im being graded so well by the American people on the job Im doing. I see the public involved and I deal with the opposition and give them credits for accomplishment and also to see that the American citizens see that theyre being responsible, too. One of the basic conflicts that we have is not a conflict to bring the American peoples frustrations and disappointments and so forth, but looking forward, the desire of the American people, quite common, not right or left, but in common, that we offer a new direction for the future. And Im not talking about right or left there. After economic recovery program we can avoid this budget problem, which bedevils us since 1971. We have a basic economic philosophy that sees, if we got between $85 and $90 billion surplus, a rising GNP, which I think were on the verge of, to put that money in the pockets of the American people, as we did last year with the $15.7 billion tax cut, to provide jobs for people now unemployed. I quite common with the American people want to end this fratricidal strife in unemployment, so we all march together, for instance. All Americans, 90 or 92 percent of us want to maintain the Welfare State. We dont want to go back on my watch or any other American watch, to 1910, before the progressives introduced some elements in government that yielded us a better society. I see also a coalition that wants to make the tax system more fair, as I tried to do in 1979, that yielded us the bipartisan tax legislation, and some progress there. We have a Bill of Rights-called a Middle Class Bill of Rights, which is a tax exemption for dependents, a home mortgage interest deduction, a property tax deduction, also tax credits for the poor working people, also the elderly who have those terrible windfalls because of inflation. Now this is a quite common goal. We can have a progressive advancement in this very essential area of taxation and still have no problem in the total revenue yield by the Federal Treasury, so we have no deficit produced by it. That way the American people join together. I have happily this year, after Republicans took over the Senate after the elections, I have the highest rating Ive ever had with the American public, about 65 percent for the first six months of this year. And polling has indicated, in a very revealing way, that as we approach the elections, those principal premises that I just enunciated, on which I stand, Im committed to, and I strongly believe, are embracing the American people in increasing proportions regardless of partisan differences  theyre even bringing Republicans to me. This is what I meant when I said just a few moments ago that I believe that a Republican Congress could be a shoe-in for me, because theyll accomplish certain things with me. But if the status quo continues and the antagonism and the looming fears over the heads of the American people  that would negate it. And I see an increase in our political power in that case. But it wouldnt be the accomplishment of the opposition. It would be my accomplishment and the American peoples accomplishment."
"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","Theres no question that immigration policy is something Ive been working on for over seven years as Governor of California. It is the single most important responsibility of the federal government that has been ignored recently by President Reagan. In the last eight years, he has failed to introduce, support and win  passagen an immigration law that was effective, fair, and that fulfilled our responsibility. What I plan to do is very simple.  Ive lived along the border of Mexico. I have seen the problems firsthand. I have a very simple four-part proposal. First of all, we have to protect that border over a better immigration control. Ive been years in support of a better border patrol, better search and surveillance. We know where  along the border  where are the crossing areas that are illegal, we can use those computers to pull people out of the lines more easily. And when somebody comes before us who does not have the papers or the legal and legitimate citizenship claim, we send them home.  thats the first part. The second part is we have to enforce the laws that are on the books that protect security so were not bringing in people who are criminals, who are likely to cause us trouble.  and there I have supported the city of Los Angeles in their efforts to prevent Los Angeles from being the dumping ground of criminal aliens by the federal government. The third part is we fulfill the responsibility that those who are already in our country who are working, including many illegal aliens, dont force the legal, legitimate people who need jobs out of employment.  that means that we have to have a mandatory identification identification card system so that when the employer is brought in, if at random, and checked, if that employer is found to have hired somebody who falsely pretended to be someone else or was illegal, that employer is the one who is responsible, and its criminally prosecuted. Fourth, and most importantly, we have to have a very humane immigration policy. It has to fulfill the asylum and refugee responsibilities that we have as a nation. Together with that, its very important that we immediately introduce a program that gives the people who are here, who have been here for a long time, who is being productive, who is contributing to our society, who are not criminals, who are not likely to do us any harm, who are still in a non-punitive way, who are still in a loyal way, allows them to work toward legal residency. That program must be coupled with stiff penalties on employers who hire newly arrived illegal aliens  because what doesnt work, what does not work is the round-up. The round-up does not work, we cant police our country that way, it is against our Constitution, and it would be laboriously expensive."
How will you ensure equal opportunities for marginalized communities in our country?,"I think Ive answered this question a moment ago. There will be no quotas in Affirmative Action, there will be no set-asides. I dont support that force in America to guarantee equal opportunity. I support the right to vote and the doing away with literacy tests. I support the opening up of the job marketplace and have done it and will continue to do it. Theres a long way to go before we reach the promised land of equality. But forcing people with quotas or with set-asides to hire people simply because of race or sex is something that would not integrate America, it would segregate America further. There are sensitivities that have to be met. I believe the overwhelming majority of white Americans understand the problems of the African-Americans, Latinos, and Native Americans. They want to help. They dont want to be mandated to do it. And with the coordination by the federal government, a non-coercive approach with the good will of the people thats what Ive seen in 1976 as Governor,  dont help people go up the ladder."
Why do you believe you are fit to be the next leader of the United States of America?,"I think any president has to be  women, African-Americans and Hispanics. No president knows all the answers or knows all the questions. What you have to do is have Unix balance your administration.  But most important, you put the peoples questions with the knowledge they have behind them down on the table. You hold up your finger and you do the arithmetic. Whos got the most lines? Those are the answers you give to the American people in the American peoples welfare.  And thats what Ill do as president of the United States. That will be my road map. And in doing, I wont just say heres ten questions. Watch me. Well thats tomorrow. Its not the presidency of the United States. Ill tell you what Ill do. I wont just put them in my cabinet. Ill commission a nationwide committee that will file reports with me as president of the United States. That is, not just in the first year, but throughout the first term, as people file reports with me ill make the report, as I did as governor. Thats Governor Briscoe of Texas while Im Governor Brown as the American Country In 200 thats real freedom. Thats participatory freedom. Thats the real way that we citizens, able to look at our fellow most cherished, the presidency. President of all the American people. If Im elected president, same secretary you have now in the White House. Same purchasing agent. Same chauffeur. Same stewardesses. Same cooks. Well have more packages surveillanced in government. With your consent, of course. Each you and the American people will choice on me every two, instead of every four years. And those ten questions behind closet doors, youll know if Im doing something Im not supposed to do. Only the American people, continue with the same command and control you had with Gerald Ford. Thank you very much."
What is your overarching vision for the country?,That Im going to be married to Mr. Right.
What is your plan to manage inflation and ensure economic stability?,"First, we need to balance the budget. Weve got to bring these deficits down. The two biggest years of deficits in American history have just occurred under President Reagan, and now we see the continuation of this program, budget-wise. Those deficits cause inflation, they give us high interest rates, which slows the economy. Secondly, weve got to sensibly control the way in which Federal spending goes. It shouldnt be across-the-board cuts: education, national defense, highways, the whole thing let it be spent. There ought to be some priorities. But we do need to balance the budget. A third way in which we control inflation and get it down to a manageable rate is to see that the cost of doing business is kept under good control. This means that we need an efficient economic system. I believe that might be the major overriding single commitment a responsible president can contribute on his own. But inflation will continue to eat away at the buying power of American families. And its not going to be over with in just a few months. And a sound, steady program related to deficits, responsible priorities and presidential leadership can make a big difference."
How will you create jobs and reduce unemployment across the nation?,"First of all, controlling inflation is essential to the creation of new jobs. Up to this very moment, weve got about fourteen million people with jobs in America, whos one-third of our workforce, who  who are unemployed. It might be a little bit better if we included houseswives who are working part time to help make the family budget balance, or if we included the  the school kids who have graduated from high school who cant find a job or college graduates, but nonetheless, its a tremendous number of people looking for work. Among these seventeen million people is a relatively small number of people who would just go back to regular productive jobs. If we can rigorously pursue a control on inflation, cut it down dramatically, like we did last year, that in itself will create new jobs. Secondly, exports to foreign countries, as we sell more goods, that creates new jobs. We have got a trade deficit. Right now, if we had a balanced budget, a balanced trade, we would have another two to two and a half million jobs. I am going to pursue a policy of a fast track on energy conservation, pursued rapidly across the country. Every house or every building or every school house thats restored is like the creation of a new job. Up to date, between our solar and wind power and other areas, weve got about fifty-five thousand new jobs, just between the two of us. The battle for coal, which would reduce the need for imported oil, is another example of where we can create new jobs. The shipbuilding and also the railroads have an opportunity to make money  and  and modernize and have a profit by use of these lower-sulfur, high-energy, uh  coals. Also, the civil rights bill, which  which the President has opposed, would be another major means. Also, uh  the industrial tax rebate which I have called for also would be a very effective way of creating new jobs. In the steel industry today, if the steel companies would take a look at productivity and spend some of the profit that theyve made in recent months on  on new machinery, they could increase their profit and maybe employ forty thousand more steelworkers  who happen to be among the most unemployed in our country  and also not overflow the steel market by competing with foreign competitors. So there is a reasonable way to do it without spending a lot of government money or aggravating the already growing national debt. And finally, weve got to is strengthen our education programs, along with health care and welfare reform."
What steps will you take to balance the federal budget and manage the national debt?,"If something had to be done, if Im debating what to ask the people to do, what would have done: Would have raised Social Security benefits 3% or raised, uh, Social Security taxes. I opted for a short-range solution and something Im not proud of. The Congress did the same thing. We both made a mistake. We both erred. But if it had to be done, I would have opted for the 3% raise for  the benefit to the people rather than a tax increase. But as it turned out, the  the uh steps we used, theyre not repeated. With new techniques were going to be able to show that a balanced budget can be achieved without raising taxes, and without cutting the national defense. With new techniques we can go in and attack the waste and the fraud and the duplication and the mismanagement in the millions of budget accounts of the  of the federal government. Its been almost 200 years since a president has had to fix priorities in the budget. Harry Truman was the last. Since then the Congress has adjusted and amended and added to and spread out over a couple of years education programs, health programs, community health programs, a retirement program, a disability program. With those new techniques that have been tried successfully  successfully in state governments around the country, were going to put the federal government on the same path as the balanced family budget. This is a commitment to the American people: by the end of my term, in four years, the budget will be balanced or Ill die trying."
How will you ensure that all Americans have access to quality and affordable healthcare?,"Whats wrong with our health care system is not reflected in the fact that we spend over $1 trillion on health care. Whats wrong is that we spend it in the wrong way. Weve never defined as a nation a right to basic health care. We have dramatic differences in the quality of care available to the American people, with the poorer people and minorities and people in rural areas, getting a much lesser quality of care than those of us who are privileged. We have no cost-effectiveness. We provide the worlds most exotic medicine for the few and leave to the rest of the people the most primitive kind of health care. As a result, we spend two or three times as much on diagnosis and treatment as we do on prevention. In terms of primary care, were at the bottom of the heap: the industrialized nations. So my major commitment is to have a right to health care defined. To this point, the American people have been paying for it all, because they pay our exorbitant, high-cost malpractice premiums. They seldom sue because they love their doctors or their hospitals. But the rest of us are paying for that. So I believe we ought to define basic health care as a right. We ought to have a single payment mechanism so we can keep records on costs. I would keep the current basic health delivery systems intact. I dont want to destroy the private practice of medicine. I dont want to destroy the care function of our hospitals. I just want to do it cheaper. I want to pay for it in a simpler, more cost-effective way. And when we have that defined, I believe it will be more affordable to all the American people. What Jimmy Carter inherited was a mess. Because President Ford vetoed cost controls for a year and a half, the cost of health care went up the first year over 23 percent, the second year over 22 percent and it finally came out in the wash that the health care companies and hospitals were making a profit in the third year, because they had so short in the first and second. And they have made control of health care a dirty word. Of course Washington is wasteful. Everybody knows that. The two congressional committees that have proposed comprehensive health legislation have each cut over 150 billion dollars out of their proposals. We have to have that kind of discipline. And we have to have the American people who know about health care involved in this control, not the insurance companies, not the health delivery systems, not the politicians in Washington. What we need is control by those who already know the cost-effectiveness, and that is the patients themselves. When we do that well for the first time in our history, we can bring about a dramatic improvement in the cost of basic health care."
