,actor,dialogue,date,Party,word_count
5971,Reagan,"Well, I cannot see where a $.50 a gallon tax applied to gasoline would have changed the price of gasoline. It would still have gone up as much as it has, and the $.50 would be added on top of that. And it would be a tax paid by the consumers, and then were asked to believe that some way, they would get this back to the consumers. But why? Why take it in the first place if youre going to give it back? Why not leave it with them? And John spoke about 15 years ago, on the position that he. or 15 months ago, on what he believed in. Fifteen months ago, he was a cosigner and advocating the very tax cut that I am proposing, and said that that would be a forward step in fighting inflation, and that it would be beneficial to the working people of this country.",1980-09-21,Republican,153
5973,Reagan,"Well, I believe that conservation, at course, is worthy in and of itself. Anything that would preserve, or help us use less energy, that would be fine, and Im for it. But I do not believe that conservation alone is the answer to the present energy problem, because all youre doing then is staving off, by a short time, the day when you would come to the end of the energy supply. To say that we are limited, and at a dangerous point in this country with regard to energy, I think, is to ignore the fact. The fact is, that in todays oil wells, there is more oil still there than we have so far taken out and used. But it would require what is known as secondary or tertiary efforts to bring it out of the ground. And this is known oil reserves, known supplies. There are hundreds of millions of acres of land that have been taken out of circulation by the Government for whatever reason they have, that is believed by the most knowledgeable oil geologists to contain probably more oil and natural gas than we have used so far since we drilled that first well 121 years ago. We have a coal supply that is equal to 50% of the worlds coal supply, good for centuries, in this country. I grant you that prices may go up, because as you go further and have to go deeper, you are adding to the cost of production. We have nuclear power, which, I believe, with the safest. the most stringent of safety requirements, could meet our energy needs for the next couple of decades while we go forward exploring the areas of solar power and other forms of energy that might be renewable and that would not be exhaustible. All of these things can be done. When you stop and think that we are only drilling on 2%. have leased only 2% of the possible. possibility for oil of the continental shelf around the United States; when you stop to think that the government has taken over 100 million acres of land out of circulation in Alaska, alone, that is believed by geologists to contain much in the line of minerals and energy sources, then I think it is the Government, and the Government with its own restrictions and regulations, that is creating the energy crisis. That we are, indeed, an energy-rich nation.",1980-09-21,Republican,406
5978,Reagan,"Well, as Ive said, I am not an enemy of conservation. I wouldnt be called a conservative if I were. But, when my figures are challenged, as the President himself challenged them after I made them, I think it should be called to the attention of John and the others here that my figures are the figures of the Department of Energy, which has not been overly optimistic in recent years as to how much supply we have left. That is the same Government that, in 1920, told us we only had enough oil left for 13 years, and 19 years later, told us we only had enough left for another 15 years. As for saving energy and conserving, the American people havent been doing badly at that. Because in industry today, were producing more, over the last several years, and at 12% less use of energy than we were back in about 1973. And motorists are using 8% less than they were back at that time of the oil embargo. So, I think we are proving that we can go forward with conservation and benefit from that. But also, I think it is safe to say that we do have sources of energy that have not yet been used or found.",1980-09-21,Republican,212
5985,Reagan,"Mr. Corddry, its a shame now that there are only two of us here debating, because the two that are here are in more agreement than disagreement on this particular issue, and the only one who would be disagreeing with us is the President, if he were present. I. too, believe in the voluntary military. As a matter of fact, today the shortages of non-commissioned officers that John mentioned are such that if we tried to have a draft today, we wouldnt have the non-commissioned officers to train the draftees. I believe the answer lies in just recognizing human nature and how we make everything else work in this country, when we want it to work. Recognize that we have a voluntary military. We are asking for men and women to join the military as a career, and were asking them to deal with the most sophisticated of equipment. And a young man is out there on a $1 billion carrier in charge of the maintenance of a $20 million aircraft, working 100 hours a week at times, and hes earning less for himself and his family, while hes away from his family, than he could earn if he were in one of the most menial jobs, working 40 hours a week here at home. As an aid to enlistment. we had an aid  46% of the people who enlisted in the voluntary military up until 1977 said they did so for one particular reason, the G.I. Bill of Rights  the fact that, by serving in the military, they could provide for a future college education. In 1977, we took that away from the military. That meant immediately 46% of your people that were signing up had no reason for signing up. So I think it is a case of pay scale, of recognizing that if were going to have young men and women responsible for our security, dealing with this sophisticated equipment, then for heavens sakes, lets go out and have a pay scale that is commensurate with the sacrifice that were asking of them. Along with this, I think we need something else that has been allowed to deteriorate. We need a million-man active reserve that could be called up on an instants notice, and that would be also trained, ready to use that type of equipment. Both of these, I think, would respond to the proper kind of incentives that we could offer these people. The other day, I just  Ill hasten  I just saw one example. Down in Texas. I saw a high school that is military.",1980-09-21,Republican,431
5993,Reagan,"Well, let me just say that, with regard to that same missile system, I happen to support and believe in the missile, itself. But thats not the $54 billion cost that John is talking about. Hes talking about that fantastic plan of the Administration to take thousands and thousands of square miles out in the Western states. And first, he was going to dig a racetrack and have it going around in the racetrack so it would meet the requirements of SALT II treaty, and now hes decided itll have a straight up and down thing, so it can he both verifiable and yet hideable from the Soviet Union. We need the missile, I think, because we are so out of balance strategically that we lack a deterrent to a possible first assault. But I am not in favor of the plan that is so costly. And therefore, if I only had another second left, Id say that that high school class in a military training  40 of its 80 graduates last year entered the United States service academies; West Point, Annapolis and the Air Force Academy, and to see those young men made me very proud to realize that there are young people in this country that are prepared to go into that kind of a career in service of their country.",1980-09-21,Republican,223
5995,Reagan,"I dont think Id have to go against that pledge. I think one of the problems today with the cities is Federal aid. The mayors that Ive talked to in some of our leading cities tell! me that the Federal grants that come with. for a specific cause or a specific objective, come with such red tape, such priorities established by a bureaucracy in Washington, that the local governments hands are tied with regard to using that money as they feel could best be used, and for what they think might be the top priority. If they had that money without those government restrictions, every one of them has told me they could make great savings and make far greater use of the money. What I have been advocating is, why dont we start with the Federal Government turning back tax sources to states and local governments, as well as the responsibilities for those programs? Seventy-five percent of the people live in the cities. I dont know of a city in America that doesnt have the kind of problems youre talking about. But, where are we getting the money that the Federal Government is putting out to help them? New York is being taxed for money that will then go to Detroit. But Detroit is being taxed for money that, lets say, will go to Chicago, while Chicago is being taxed to help with the problems in Philadelphia. Wouldnt it make a lot more sense if the government let them keep their own money there in the first place? But there are other things that we can do with the inner cities, and Ive believed. I have talked of having zones in those cities that are run down, where there is a high percentage of people on welfare, and offer tax incentives. The government isnt getting a tax now from businesses there because they arent there, or from individuals who are on welfare rather than working. And why dont we offer incentives for business and industry to start up in those zones? Give them a tax moratorium for a period if they build and develop there. The individuals that would then get jobs  give them a break that encourages them to leave the social welfare programs and go to work. We could have an urban homestead act. Weve got thousands and thousands of homes owned by government boarded up, being vandalized, that have been taken in mortgage foreclosures. What if we had a homestead act, and said to the people, for $1 we sell you this house. All have to do is agree to refurbish it, make it habitable, and live in it  just as 100 or more years ago, we did with the open land in this country  urban . or country homesteading.",1980-09-21,Republican,464
6000,Reagan,"Yes. Government claims. John claims that he is making plain where the money will come from. It will come from the pockets of the people. It will come from the pockets of the people who are living in those very areas. And the problem is, with Governments  Federal, State and Local  taking $.44 out of every dollar earned, that the Federal Government has pre-empted too many of the tax sources, and that the cities. if Pittsburgh does not have the money to fix the leaking water mains, its because the Federal Government has pre-empted. Now, the Federal Government is going to turn around and say, well you have this problem; we will now hand you the money to do it. But the Federal Government doesnt make money. It just takes  from the people. And in my view, this is not the answer to the problem. Stand in the South Bronx as I did, in the spot where Jimmy Carter made his promise that he was going to, with multi-billion dollar programs, refurbish that area that looks like bombed-out London in World War II. I stood there, and I met the people. And I heard them ask just for something that would give them hope. And I believe that, while all of the promises have been broken, theyve never been carried out. But I believe that my plan might offer an opportunity for that, if we would move into those areas and let, encourage  with the tax incentive  the private sector, to develop and to create the jobs for the people.",1980-09-21,Republican,260
6007,Reagan,"Miss Quinn, I dont have to. Ive done it. We have a back-up paper to my economic speech of a couple of weeks ago in Chicago, that gives all of the figures. And we used  yes, we used  the Senate Budget Committees projections for five years, which are based on an average inflation rate of 7.5%  which, I think, that under our plan, can be eliminated. And eliminated probably more quickly than our plan, but we wanted to be so conservative with it, that people would see how. how well it could be done. Now, Johns been in the Congress for 20 years. And John tells us that first, weve got to reduce spending before we can reduce taxes. Well, if youve got a kid thats extravagant, you can lecture him all you want to about his extravagance. Or you can cut his allowance and achieve the same end much quicker. But Government has never reduced Government does not tax to get the money it needs. Government always needs the money it gets. And when John talks about his non-inflationary plan, as far as I have been able to learn, there are 88 proposals in it that call for additional Government spending programs. Now, I speak with some confidence of our plan, because I took over a state  California  10% of the population of this nation  a state that, if it were a nation, would be the seventh-ranking economic power in the world. And that state we controlled spending. We cut the rate of increase in spending in half. But at the same time, we gave back to the people of California  in tax rebates, tax credits, tax cuts  $5.7 billion. I vetoed 993 measures without having a veto overturned. And among those vetoes, I stopped $16 billion in additional spending. And the funny thing was that California, which is normally above the national average in inflation and unemployment, for those six years for the first time, was below the national average in both inflation and unemployment. We have considered inflation in our figures. We deliberately took figures that we, ourselves, believed were too conservative. I believe the budget can be balanced by 1982 or 1983, and it is a combination of planned reduction of the tax increase that Carter has built into the economy, and thats what hes counting on for his plan. But hes going to get a half-a-trillion dollars more over the next five years that he can use for additional programs, or hopefully, someplace down the line, balancing the budget. We believe that thats too much additional money to take out of the pockets of the people.",1980-09-21,Republican,441
6011,Reagan,"Well, some people look up figures, and some people make up figures. And John has just made up some very interesting figures. We took the Senate report, of course. But we did factor in our own ideas with regard to increases in the projected military spending that we believe would, over a period of time, do what is necessary. Now also, with regard to the figures about California. The truth of the matter is, we did cut the increase in spending in half. It at the John doesnt quite realize  hes never held an executive position of that kind. And I think being Governor of California is probably the closest thing to the Presidency, if thats possible, of any executive job in America today  because it is the most populous state. And I can only tell him that we reduced, in proportion of other states, the per capita spending, the per capita size of Government  we only increased the size of Government one-twelfth what it had increased in the preceding eight years. And one journal, the San Francisco Chronicle, a respected newspaper, said there was no question about the fact that Governor Reagan had prevented the State of California from going bankrupt.",1980-09-21,Republican,202
6015,Reagan,"Oh, Im its my question. But whether I agree or disagree with some individual, or what he may say, or how he may say it, I dont think theres any way that we can suggest that because people believe in God and go to church, that they should not want reflected in those people and those causes they support, their own belief in morality, and in the high traditions and principles which weve abandoned so much in this country. Going around this country, I think that I have found a great hunger in America for a spiritual revival. For a belief that law must be based on a higher law. For a return to traditions and values that we once had. Our Government, in its most sacred documents  the Constitution and the Declaration of Independence and all  speak of man being created, of a Creator. That were a nation under God. Now, I have thought for a long time that too many of our churches have been too reluctant to speak up in behalf of what they believe is proper in Government, and they have been too too lax in interfering, in recent years, with Governments invasion of the family itself, putting itself between parent and child. I vetoed a number of bills of that kind myself, when I was in California. Now, whether it is rightful, on a single issue, for anyone to advocate that someone should not be elected or not, I wont take a position on that. But I do believe that no one in this country should be denied the right to express themselves, or to even try to persuade others to follow their leader. Thats what elections are all about.",1980-09-21,Republican,285
6020,Reagan,"The litmus test that John says is in the Republican platform, says no more than the judges to be appointed should have a respect for innocent life. Now, I dont think thats a bad idea. I think all of us should have a respect for innocent life. With regard to the freedom of the individual for choice with regard to abortion, theres one individual whos not being considered at all. Thats the one who is being aborted. And Ive noticed that everybody that is for abortion has already been born. I I think that, technically, I know this is a difficult and an emotional problem, and many people sincerely feel on both sides of this, but I do believe that maybe we could find the answer through medical evidence, if we would determine once and for all, is an unborn child a human being? I happen to believe it is.",1980-09-21,Republican,150
6024,Reagan,"Before beginning my closing remarks, here, I would just like to remark a concern that I have that we have criticized the failures of the Carter policy here rather considerably, both of us this evening. And there might be some feeling of unfairness about this because he was not here to respond. But I believe it would have been much more unfair to have had John Anderson denied the right to participate in this debate. And I want to express my appreciation to the League of Women Voters for adopting a course with which I believe the great majority of Americans are in agreement. Now, as to my closing remarks: Ive always believed that this land was placed here between the two great oceans by some divine plan. That it was placed here to be found by a special kind of people  people who had a special love for freedom and who had the courage to uproot themselves and leave hearth and homeland, and came to what, in the beginning, was the most undeveloped wilderness possible. We came from 100 different corners of the earth. We spoke a multitude of tongues. We landed on this Eastern shore and then went out over the mountains and the prairies and the deserts and the far western mountains to the Pacific, building cities and towns and farms, and schools and churches. If wind, water or fire destroyed them, we built them again. And in so doing, at the same time, we built a new breed of human called an American  a proud, an independent., and a most compassionate individual, for the most part. Two hundred years ago, Tom Paine, when the 13 tiny colonies were trying to become a nation, said, we have it in our power to begin the world over again. Today. were confronted with the horrendous problems that weve discussed here tonight. And some people in high positions of leadership, tell us that the answer is to retreat. That the best is over. That we must cut back. That we must share in an ever-increasing scarcity. That we must, in the failure to be able to protect our national security as it is today, we must not be provocative to any possible adversary. Well, we, the living Americans, have gone through four wars. Weve gone through a Great Depression in our lifetime that literally was worldwide and almost brought us to our knees. But we came through all of those things and we achieved even new heights and new greatness. The living Americans today have fought harder, paid a higher price for freedom, and done more to advance the dignity of man than any people who ever lived on this earth. For 200 years, weve lived in the future, believing that tomorrow would be better than today, and today would be better than yesterday. I still believe that. Im not running for the Presidency because I believe that I can solve the problems weve discussed tonight. I believe the people of this country can, and together, we can begin the world over again. We can meet our destiny  and that destiny to build a land here that will be, for all mankind, a shining city on a hill. I think we ought to get at it.",1980-09-21,Republican,546
6949,Mr. Ford,"I dont believe that uh that Mr. Carters been any more specific in this case than he has been on many other instances. I notice particularly that he didnt endorse the Humphrey-Hawkins bill which he has on occasions and which is included as a part of the Democratic platform. That legislation uh allegedly would help our unemployment, but uh  we all know that it wouldve controlled our economy, it wouldve added uh  ten to thirty billion dollars each year in additional expenditures by the Federal Government. It wouldve called for export controls on agricultural products In my judgment the best way to get jobs is to uh  expand the private sector, where five out of six jobs today exist in our economy. We can do that by reducing Federal taxes as I proposed uh  about a year ago when I called for a tax reduction of $28 billion  three-quarters of it to go to private uh taxpayers and uh one-quarter to the business sector. We could add to jobs in the major metropolitan areas by a proposal that I recommended that would give tax incentives to business to move into the inner city and to expand or to build new plants so that they would take a plant, or expand a plant where people are, and people are currently unemployed. We could uh  also uh  help our youths with some of the proposals that uh  would give to young people an opportunity to work and learn at the same time just like we give money to young people who are going to college. Those are the kind of specifics that I think we have to discuss on these uh  debates, and these are the kind of programs that Ill talk about on my time.",1976-09-23,Republican,294
6952,Mr. Ford,"At the time, Mr. Gannon, that I made the recommendation for a $28 billion tax cut  three-quarters of it to go to individual taxpayers and 25 percent to American business. I said at the time that we had to hold the lid an federal spending, that for every dollar of a tax reduction we had to have an equal reduction in federal expenditures  a one-for-one proposition. And I recommended that to the Congress with a budget ceiling of three hundred and ninety-five billion dollars, and that would have permitted us to have a $25 billion tax reduction. In my tax reduction program for middle-income taxpayers, I recommended that the Congress increase personal exemptions from seven hundred and fifty dollars per person to one thousand dollars per person. That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption  money that they could spend for their own purposes, money that the government wouldnt have to spend. But if we keep the lid on federal spending, which I think we can  with the help of the Congress, we can justify fully a $28 billion tax reduction. In the budget that I submitted to the Congress in January this year, I re- recommended a 50 percent cutback in the rate of growth of federal spending. For the last ten years the budget of the United States has grown from uh  about 11 percent per year. We cant afford that kind of growth in federal spending. And in the budget that I recommended we cut it in half  a growth rate of 5 to 5 and one-half percent. With that kind of limitation, on federal spending, we can fully justify the tax reductions that I have proposed. And it seems to me with the stimulant of more money in the hands of the taxpayers, and with more money in the hands of business to expand, to modernize, to provide more jobs, our economy stimulated so that well get more revenue and well have a more prosperous economy.",1976-09-23,Republican,344
6954,Mr. Ford,"That tax bill does not entirely meet the criteria that I established. I think the Congress should have uh  added another $10 billion reduction in personal income taxes, including the increase of personal exemptions from seven hundred and fifty to a thousand dollars. And Congress could have done that if the budget committees of the Congress, and the Congress as a whole, had not increased the spending that I recommended in the budget. Im sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended. So I would prefer in that tax bill to have an additional tax cut and a further limitation on federal spending. Now this tax bill  that hasnt reached the White House yet, but is expected in a day or two  its about fifteen hundred pages. It has some good provisions in it. It has  uh left out some that I have recommended, unfortunately. On the other hand, uh when you have a bill of that magnitude, with  tho- those many provisions, a president has to sit and decide if theres more good than bad. And from the a- analysis that Ive made so far, it seems to me that that tax bill does uh  justify my signature and my approval.",1976-09-23,Republican,224
6965,Mr. Ford,"If it is uh true that there will be a $60 billion surplus by fiscal year 1981, rather than spend that money for all the new programs that Governor Carter recommends and endorses, and which are included in the Democratic platform, I think the American taxpayer ought to get an additional tax break  a tax reduction of that magnitude. I feel that the taxpayers are the ones that need the relief: I dont think we should add additional programs of the magnitude that Governor Carter talks about. It seems to me that our tax structure today has rates that are too high. But I am uh  very glad to point out that since 1969, during a Republican administrations, we have had ten million people taken off of the tax rolls at the lower end of the taxpayer area. And at the same time, assuming that I sign the tax bill that was mentioned by Mr. Gannon, we will in the last two tax bills have increased the minimum tax on all wealthy taxpayers. And I believe that by eliminating ten million taxpayers in the last uh eight years, and by putting a heavier tax burden on those in the higher tax brackets, plus the other actions thatve been taken uh  we can give taxpayers adequate tax relief. Now it seems to me that uh  as we look at the recommendations of the budget committees and our own projections, there isnt going to be any $60 billion dividend. Ive heard of those dividends in the past; it always happens. We expected one at the time of the Vietnam War, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved.",1976-09-23,Republican,288
6968,Mr. Ford,"The amnesty program that I recommended in Chicago in September of 1974 would give to all draft evaders and  uh military deserters the opportunity to earn their uh  good record back. About fourteen to fifteen thousand did take advantage of that program. We gave them ample time. I am against- an across-the-board pardon of draft evaders or military deserters. Now in the case of Mr. Nixon, the reason the  the pardon was given, was that, when I took office this country was in a very, very divided condition. There was hatred, there was divisiveness  uh people had lost faith in their government in many, many respects. Mr. Nixon resigned, and I became president. It seemed to me that if I was to uh adequately and effectively handle the problems of high inflation, a growing recession, the uh  involvement of the United States still in Vietnam that I had to give a hundred percent of my time to those two major problems. Mr. Nixon resigned. That is disgrace. The first President out of thirty-eight that ever resigned from public office under pressure. So when you look at the penalty that he paid, and when you analyze the requirements that I had  to spend all of my time working on the economy, which was in trouble, that I inherited; working on our problems in Southeast Asia  which were still plaguing us  it seemed to me that Mr. Nixon had been penalized enough by his resignation in disgrace and the need, and necessity for me to concentrate on the problems of the country fully justified the action that I took.",1976-09-23,Republican,267
6970,Mr. Ford,"Well, Mr. Carter has uh indicated that uh  he would give a blanket pardon to all uh  draft evaders. I do not agree with that point of view. I gave, in September of 1974, an opportunity for all draft evaders, all deserters, to come in voluntarily, clear their records by earning an opportunity to restore their good citizenship. I think we gave them a good opportunity  were  I dont think we should go any further.",1976-09-23,Republican,75
6979,Mr. Ford,"I think the record should show, Mr. Newman, that uh  the Bureau of Census  we checked it just yesterday  indicates that uh  in the four years that uh  Governor Carter was governor of the state of Georgia, uh  expenditures by the government went up over 50 percent Uh  employees of the government in Georgia during his term of office went up over 25 percent; and the figures also show that the uh, uh  bonded indebtedness of the state of Georgia during his governorship went up over 20 percent. And there was some very interesting testimony given by Governor Carters successor, Governor Busby, before a Senate committee a few uh  months ago on how he found the Medicaid program when he came into office following Governor Carter. He testified, and these are his words  the present governor of Georgia  he says he found the Medicaid program in Georgia in shambles. Now let me talk about what weve done in the White House as far as federal employees are concerned The first order that I issued after I became president was to cut or eliminate the prospective forty-thousand increase in federal employees that had been scheduled by my predecessor. And in the term that Ive been president  some two years  we have reduced federal employment by eleven thousand. In the White House staff itself, when I became president, we had roughly five hundred and forty employees. We now have about four hundred and eighty-five employees, so weve made a rather significant reduction in the number of employees on the White House staff working for the president. So I think our record of cutting back employees, plus the failure on the part of the Governors programs to actually save employment in Georgia, shows which is the better plan.",1976-09-23,Republican,295
6982,Mr. Ford,"Well, in the uh  last two years, as I indicated before, we had a very tough time. We were faced with uh  heavy inflation, over 12 percent; we were faced with substantial unemployment. But in the last uh  twenty-four months weve turned the economy around and weve brought inflation down to under 6 percent, and we have reduced the uh  well, we have added employment of about four million in the last seventeen months to the point where we have eighty-eight million people working in America today  the most in the history of the country. The net result is we are going to have some improvement in our receipts. And I think well have some decrease in our disbursements. We expect to have a lower deficit in fiscal year 1978. We feel that with this improvement in the economy; we feel with more receipts and fewer disbursements we can in a moderate way increase, as I recommended, over the next ten years a new parks program that would cast a billion and a half dollars, doubling our national park system. We have recommended that in the h- housing program we can reduce down payments and moderate monthly payments. But that doesnt cost any more as far as the federal treasury is concerned. We believe that we can uh do a better job in the area of crime, but that requires a tougher sentencing, mandatory certain prison sentences for those who violate our criminal laws. We  uh believe that uh you can revise the federal criminal code, which has not been revised in a good many years. That doesnt cost any more money. We believe that you can uhh  do something more effectively with a moderate increase in money in the drug abuse program. We feel that uh  in education we can have a slight increase  not a major increase. Its my understanding that Governor Carter has indicated that uh  he approves of a $30 billion uh  expenditure by the federal government as far as education is concerned. At the present time were spending roughly three billion five hundred million dollars. I dont know where that money would come from. But as we look at the quality-of-life programs  jobs, health, education, crime, recreation  we feel that as we move forward with a healthier economy, we can absorb the small necessary cost that will be required.",1976-09-23,Republican,394
6984,Mr. Ford,"We feel that uh  with the programs that I have recommended, the additional $10 billion tax cut, with the moderate increases in the quality-of-life area, we can still have a balanced budget which I will submit to the Congress in January of 1978. We wont wait one year or two years longer, as Governor Carter uh  indicates. As the economy improves, and it is improving, our gross national product this year will average about 6 percent increase over last year. We will have the lower rate of inflation for the uh  calendar year this year  something slightly under 6 percent. Employment will be up, revenues will be up. Well keep the lid on some of these programs that we can hold down as we have a little extra money to spend for those quality-of-life programs which I think are needed and necessary. Now I cannot, and would not, endorse the kind of program that uh  Governor Carter recommends. He endorses the Democratic uh  platform which, as I read it, calls for approximately sixty additional programs. We estimate that those programs would add a hundred billion dollars minimum and probably two hundred billion dollars  uhh maximum each year to the federal budget. Those programs you cannot afford and give tax relief. We feel that you can hold the line and restrain federal spending, give a tax reduction and still have a balanced budget by 1978.",1976-09-23,Republican,234
6993,Mr. Ford,"Governor Carter skims over a very serious and a very broad subject. In January of uh  1975 I submitted to the Congress and to the American people the first comprehensive energy program recommended by any president. It called for an increase in the production of energy in the United States. It called for uh  conservation measures so that we would save the energy that we have. If youre going to increase domestic oil and gas production  and we have to  you have to give those producers an opportunity to uh  develop their land or their wells. I recommended to the Congress that we should increase production in this country from six hundred million tons a year to twel- a- a billion two hundred million tons by 1985. In order to do that we have to improve our extraction of coal from the ground; we have to improve our utilization of coal  make it more efficient, make it cleaner. In addition we uh  have to expand our research and development. In my program for energy independence we have increased, for example, solar energy research from about $84 million a year to about a hundred and twenty million dollars a year. Were going as fast as the experts say we should. In nuclear power we have increased the research and development, uh  under the Energy Research and Development Agency uh  very substantially, to insure that our ener- uh  nuclear power plants are safer, that they are more efficient, and that we have adequate safeguards. I think you have to have greater oil and gas production, more coal production, more nuclear production, and in addition you have to have energy conservation.",1976-09-23,Republican,278
6996,Mr. Ford,"The bills that I vetoed, the one for an additional $6 billion, was not a bill that would have solved our unemployment problems. Even the proponents of it admitted that no more than four hundred thousand jobs would be uh  made available. Our analysis indicates that something in the magnitude of about one hundred fifty to two hundred thousand jobs would uh  be made available. Each one of those jobs wouldve cost the taxpayers $25 thousand. In addition, the jobs would not be available right now. They would not have materialized for about nine to eighteen months. The immediate problem we have is to stimulate our economy now so that we can get rid of unemployment. What we have done is to hold the lid on spending in an effort to reduce the rate of inflation. And we have proven, I think very conclusively, that you can reduce the rate of inflation and increase jobs. For example, as I have said, we have added some four million jobs in the last seventeen months. We have now employed eighty-eight million people in America, the largest number in the history of the United States. Weve added five hundred thousand jobs in the last two months. Inflation is the quickest way to destroy jobs. And by holding the lid on federal spending we have been able to do an- a good job, an affirmative job in inflation and as a result have added to the jobs in this country. I think its uh  also appropriate to point out that through our tax policies we have stimulated uhh  added employment throughout the country, the investment tax credit, the tax incentives for expansion and modernization of our industrial capacity. Its my  my opinion that the private sector, where five out of six jobs are, where you have permanent jobs, with the opportunity for advancement, is a better place than make-work jobs under the program recommended by the Congress.",1976-09-23,Republican,323
6998,Mr. Ford,"Well, that bill has not yet come down to the Oval Office, so I am not in a position to make any judgment on it tonight. But that is an extra $4 billion that would uh  add to the deficit which would add to the inflationary pressures, which would help to destroy jobs in the private sector  not make jobs, where the jobs really are. These make-work, temporary jobs  dead end as they are  are not the kind of jobs that we want for our people. I think its interesting to point out that uh  in the uh  two years that Ive been president Ive vetoed fifty-six bills. Congress has sustained forty-two vetoes. As a result, we have saved over $9 billion in federal expenditures. And the Congress by overriding the bills that I did veto, the Congress has added some $13 billion to the federal expenditures and to the federal deficit. Now Governor Carter complains about the deficits that uh  uh  this administration has had. And yet he condemns the vetoes that I have made that has  that have saved the taxpayer $9 billion and could have saved an additional $13 billion. Now he cant have it both ways. And therefore, it seems to me that we should hold the lid, as we have, to the best of our ability so we can stimulate the private economy and get the jobs where the jobs are  five out of six in this economy.",1976-09-23,Republican,243
7011,Mr. Ford,"Governor Carters answer tonight does not coincide with the answer that he gave in an interview to the Associated Press a week or so ago. In that interview uh  Governor Carter indicated that uh  he would raise the taxes on those in the medium or middle-income brackets or higher. Now if you uh  take the medium or middle-income taxpayer  thats about $14 thousand per person  uh  Governor Carter has indicated, publicly, in an interview that he would increase the taxes on about 50 percent of the working people of this country. I think uh  the way to get tax equity in this country is to give tax relief to the middle-income people who have an income from roughly $8 thousand up to twenty-five or thirty thousand dollars. They have been short-changed as we have taken ten million taxpayers off the tax rolls in the last eight years, and as we have uh  added to the minimum tax uh  provision to make all people pay more taxes. I believe in tax equity for the middle-income taxpayer, increasing the personal exemption. Mr. Carter wants to increase taxes for roughly half of the taxpayers of this country. Now, the Governor has also played a little fast and loose with the facts about vetoes. The records show that President Roosevelt vetoed an average of fifty-five bills a year. President Truman vetoed on the average, while he was president, about thirty-eight bills a year. I understand that Governor Carter, when he was Governor of Georgia, vetoed between thirty-five and forty bills a year. My average in two years is twenty-six. But in the process of that we have saved uhh  $9 billion. And one final comment, uh  Governor Carter talks about the tax bills and all of the inequities that exist in the present law. I must remind him the Democrats have controlled the Congress for the last twenty-two years and they wrote all the tax bills.",1976-09-23,Republican,322
7014,Mr. Ford,"There is a considerable anti-Washington feeling throughout the country. But I think the feeling is misplaced. In the last two years, we have restored integrity in the White House, and weve set high standards in the executive branch of the government. The anti-Washington feeling, in my opinion, ought to be focused on the Congress of the United States. For example, this Congress, very shortly, will spend a billion dollars a year for its housekeeping, its salaries, its expenses and the like. It  the next Congress will probably be the first billion-dollar Congress in the history of the United States. I dont think the American people are getting their moneys worth from the majority party that run this Congress. We, in addition, see that uh  in the last uh  four years the number of employees hired by the Congress has gone up substantial- uh much more than uh  the gross national product, much more than any other increase throughout our society. Congress is hiring people by the droves, and the cast as a result has gone up. And I dont see any improvement in the performance of the Congress under the present leadership. So it seems to me instead of the anti-Washington feeling being aimed at everybody in Washington, it seems to me that the focus should be where the problem is, which is the Congress of the United States, and particularly the majority in the Congress. They spend too much money on themselves. They have too many employees. Theres some question about their morality. It seems to me that in this election, the focus should not be on the executive branch but the corrections should come as the voters vote for their members of the House of Representatives or for their United States senator. Thats where the problem is and I hope therell be some corrective action taken so we can get some new leadership in the Congress of the United States.",1976-09-23,Republican,322
7016,Mr. Ford,"Well, It seems to me that uh  we have a chance  the Republicans  to get a majority in the House of Representatives. We will make some gains in the United States Senate. So there will be different ratios in the House, as well as in the Senate, and as president I will be able to uh  work with that Congress. But let me take the other side of the coin, if I might. Supposing we had  had a Democratic Congress for the last two years and wed had uh  Governor Carter as President. He has, in effect, said that he would agree with all of  he would disapprove of the vetoes that I have made, and would have added significantly to expenditures and the deficit in the federal government. I think it would be contrary to one of the basic concepts in our system of government  a system of checks and balances. We have a Democratic Congress today, and fortunately weve had a Republican president to check their excesses with my vetoes. If we have a Democratic Congress next year, and a president who wants to spend an additional one hundred billion dollars a year, or maybe two hundred billion dollars a year, with more programs, we will have in my judgment, greater deficits with more spending, more dangers of inflation. I think the American people want a Republican president to check on any excesses that come out of the next Congress, if it is a Democratic Congress.",1976-09-23,Republican,248
7023,Mr. Ford,"The chairman of the Federal Reserve Board should be independent. Fortunately, he has been during Democratic as well as Republican administrations. As the result in the last uh  two years uh  we have had a responsible monetary policy. Uh the Federal Reserve Board indicated that the supply of money would be held between four to four and a half and seven and seven and a half. They have done a good job in integrating the money supply with the uh  fiscal policy of the uh  executive and legislative branches of the government. It would be catastrophic if the chairman of the Federal Reserve Board became the tool of the political uh  party that was in power. Its important for our future uhh  economic security that that job be nonpolitical and uh  separate from the executive and the Legislative branches.",1976-09-23,Republican,139
